Level,Date,State FIPS,State Postal Code,County FIPS,County Name,Population Staying at Home,Population Not Staying at Home,Number of Trips,Number of Trips <1,Number of Trips 1-3,Number of Trips 3-5,Number of Trips 5-10,Number of Trips 10-25,Number of Trips 25-50,Number of Trips 50-100,Number of Trips 100-250,Number of Trips 250-500,Number of Trips >=500,Row ID,Week,Month
County,2021-04-20,47,TN,47037,Davidson County,140602,553542,2794062,801275,636864,337976,466121,442047,72570,21348,11022,3010,1829,47-47037-20210420,16,4
County,2021-04-21,47,TN,47037,Davidson County,141343,552801,2654527,738102,601145,325335,458289,420931,71491,20429,13514,3385,1906,47-47037-20210421,16,4
County,2021-04-22,47,TN,47037,Davidson County,132202,561942,2533344,731323,609709,312164,411565,361209,63481,22865,14727,3614,2687,47-47037-20210422,16,4
County,2021-04-23,47,TN,47037,Davidson County,125672,568472,2550706,716331,596733,322252,427854,370965,67672,22360,19117,4544,2878,47-47037-20210423,16,4
County,2021-04-24,47,TN,47037,Davidson County,131920,562224,2327604,653638,563066,312730,382000,311012,57752,24369,17378,3288,2371,47-47037-20210424,16,4
County,2021-04-25,47,TN,47037,Davidson County,138536,555608,2111488,612695,510302,276148,346938,260788,52713,23620,21752,4008,2524,47-47037-20210425,17,4
County,2021-04-26,47,TN,47037,Davidson County,130933,563211,2608658,783826,619851,328285,436049,342032,60941,17217,14712,3287,2458,47-47037-20210426,17,4
County,2021-04-27,47,TN,47037,Davidson County,133542,560602,2496676,684678,611176,312371,425479,358344,66948,18491,14600,2845,1744,47-47037-20210427,17,4
County,2021-04-28,47,TN,47037,Davidson County,130826,563318,2519723,704922,595779,331279,429134,355308,65305,18476,15015,2686,1819,47-47037-20210428,17,4
County,2021-04-29,47,TN,47037,Davidson County,127534,566610,2669928,827554,640490,325993,423261,345995,67134,20617,14226,2876,1782,47-47037-20210429,17,4
County,2021-04-30,47,TN,47037,Davidson County,127536,566608,2681159,788009,627750,332598,451866,360120,73008,22848,18194,4667,2099,47-47037-20210430,17,4
County,2021-05-01,47,TN,47037,Davidson County,132114,562030,2438317,687974,594899,301646,415816,323775,64488,25997,18349,3254,2119,47-47037-20210501,17,5
County,2021-05-02,47,TN,47037,Davidson County,139289,554855,2137197,608351,525844,290490,351155,261440,51244,21935,20554,3749,2435,47-47037-20210502,18,5
County,2021-05-03,47,TN,47037,Davidson County,130589,563555,2477354,749283,596608,319000,399067,322837,57396,16013,12430,2774,1946,47-47037-20210503,18,5
County,2021-05-04,47,TN,47037,Davidson County,130668,563476,2538143,736912,621081,326217,420692,337780,61190,16523,12919,2559,2270,47-47037-20210504,18,5
County,2021-05-05,47,TN,47037,Davidson County,132336,561808,2638285,735779,637216,340884,455555,365256,65936,20953,11927,2732,2047,47-47037-20210505,18,5
County,2021-05-06,47,TN,47037,Davidson County,127860,566284,2682941,811890,634496,333514,437771,356704,69021,19945,14415,2927,2258,47-47037-20210506,18,5
County,2021-05-07,47,TN,47037,Davidson County,126117,568027,2677201,755949,645351,347058,453050,353393,72824,24386,18676,4061,2453,47-47037-20210507,18,5
County,2021-05-08,47,TN,47037,Davidson County,130846,563298,2384413,674102,584148,324530,383169,304721,67689,22714,18160,2797,2383,47-47037-20210508,18,5
County,2021-05-09,47,TN,47037,Davidson County,138871,555273,2241411,679543,557129,304302,343973,257064,51806,20938,19589,4295,2772,47-47037-20210509,19,5
County,2021-05-10,47,TN,47037,Davidson County,133061,561083,2651942,829799,626414,344882,417249,332726,61475,21039,12790,3204,2364,47-47037-20210510,19,5
County,2021-05-11,47,TN,47037,Davidson County,131799,562345,2581052,725466,642208,334218,433943,346741,61185,18165,13004,3710,2412,47-47037-20210511,19,5
County,2021-05-12,47,TN,47037,Davidson County,131073,563071,2735205,835661,637989,346131,447346,374218,57721,18107,12737,2896,2399,47-47037-20210512,19,5
County,2021-05-13,47,TN,47037,Davidson County,133098,561046,2563462,722879,616892,336305,429974,356391,61906,19768,13666,3264,2417,47-47037-20210513,19,5
County,2021-05-14,47,TN,47037,Davidson County,128495,565649,2707583,788316,654369,334454,441772,367011,67397,24865,22032,4986,2381,47-47037-20210514,19,5
County,2021-05-15,47,TN,47037,Davidson County,132042,562102,2407997,681741,580308,314048,395833,319195,66973,23454,20158,4003,2284,47-47037-20210515,19,5
County,2021-05-16,47,TN,47037,Davidson County,139242,554902,2032574,569509,496878,260597,338985,264501,50810,21250,22518,4752,2774,47-47037-20210516,20,5
County,2021-05-17,47,TN,47037,Davidson County,137255,556889,2525167,760389,590246,308821,410709,352811,62856,17302,16127,3484,2422,47-47037-20210517,20,5
County,2021-05-18,47,TN,47037,Davidson County,130117,564027,2506751,795137,589855,319674,399111,310842,56333,15206,14592,3167,2834,47-47037-20210518,20,5
County,2021-05-19,47,TN,47037,Davidson County,133830,560314,2619877,742248,634346,338386,446307,352974,65500,17626,16293,3790,2407,47-47037-20210519,20,5
County,2021-05-20,47,TN,47037,Davidson County,133497,560647,2578722,714100,614324,342509,428466,373138,64107,18698,17235,3853,2292,47-47037-20210520,20,5
County,2021-05-21,47,TN,47037,Davidson County,127275,566869,2633104,747205,636063,342872,436439,355854,69384,21032,17311,4503,2441,47-47037-20210521,20,5
County,2021-05-22,47,TN,47037,Davidson County,132579,561565,2434147,676041,593868,325425,414281,313488,64111,22075,19251,3703,1904,47-47037-20210522,20,5
County,2021-05-23,47,TN,47037,Davidson County,136450,557694,2497534,823846,628799,328017,383512,248925,46484,15434,16148,3822,2547,47-47037-20210523,21,5
County,2021-05-24,47,TN,47037,Davidson County,131559,562585,2570623,784387,615357,330864,418289,322012,59180,17956,16308,3574,2696,47-47037-20210524,21,5
County,2021-05-25,47,TN,47037,Davidson County,138809,555335,2360526,614327,551057,311645,428963,343208,68488,19058,18024,3561,2195,47-47037-20210525,21,5
County,2021-05-26,47,TN,47037,Davidson County,131427,562717,2466785,815151,556068,294926,387585,311748,62030,16871,16557,3668,2181,47-47037-20210526,21,5
County,2021-05-27,47,TN,47037,Davidson County,134839,559305,2432877,633958,577600,322504,429773,349392,74966,18399,19659,4141,2485,47-47037-20210527,21,5
County,2021-05-28,47,TN,47037,Davidson County,129357,564787,2416135,642793,571552,320004,416913,347513,64503,23483,20858,5917,2599,47-47037-20210528,21,5
County,2021-05-29,47,TN,47037,Davidson County,133377,560767,2243105,601890,547729,301033,393855,293075,58674,19319,19053,5786,2691,47-47037-20210529,21,5
County,2021-05-30,47,TN,47037,Davidson County,139130,555014,2179247,566596,516564,297872,394364,302298,61469,16518,16428,4533,2605,47-47037-20210530,22,5
County,2021-05-31,47,TN,47037,Davidson County,139104,555040,2332459,732222,575571,311002,359774,246356,52869,23760,21354,6556,2995,47-47037-20210531,22,5
County,2021-06-01,47,TN,47037,Davidson County,132993,561151,2521132,715607,614821,337168,432347,320337,61972,17734,14621,3930,2595,47-47037-20210601,22,6
County,2021-06-02,47,TN,47037,Davidson County,131656,562488,2481010,775783,591315,317052,406324,302004,55053,15425,12219,3325,2510,47-47037-20210602,22,6
County,2021-06-03,47,TN,47037,Davidson County,131777,562367,2567881,719628,609184,333111,437744,361558,62599,19912,18102,3301,2742,47-47037-20210603,22,6
County,2021-06-04,47,TN,47037,Davidson County,128550,565594,2601686,740675,630219,341536,428001,350017,64227,20135,19487,4352,3037,47-47037-20210604,22,6
County,2021-06-05,47,TN,47037,Davidson County,132725,561419,2411449,691439,572192,329158,393185,311861,67402,23113,16993,3631,2475,47-47037-20210605,22,6
County,2021-08-08,47,TN,47037,Davidson County,150862,543282,2420204,794449,525666,303026,379727,301832,57137,27097,22795,4817,3658,47-47037-20210808,32,8
County,2021-08-09,47,TN,47037,Davidson County,138789,555355,2878689,974133,635540,351169,444732,367397,63991,20991,13914,3549,3273,47-47037-20210809,32,8
County,2021-08-10,47,TN,47037,Davidson County,133483,560661,2894907,956603,648172,365793,448068,367704,64548,21384,15985,3587,3063,47-47037-20210810,32,8
County,2021-08-11,47,TN,47037,Davidson County,136801,557343,2770572,890879,620993,348636,441555,361650,63466,22100,14945,3397,2951,47-47037-20210811,32,8
County,2021-08-12,47,TN,47037,Davidson County,134015,560129,2407444,721835,559776,319222,369929,345810,54499,17248,13472,2940,2713,47-47037-20210812,32,8
County,2021-08-13,47,TN,47037,Davidson County,131731,562413,2887626,920953,649024,361698,458907,374645,67828,23469,23350,4579,3173,47-47037-20210813,32,8
County,2021-08-14,47,TN,47037,Davidson County,137097,557047,2595492,818749,587268,335573,407345,322868,67521,26853,22747,3812,2756,47-47037-20210814,32,8
County,2021-08-15,47,TN,47037,Davidson County,138281,555863,2110322,653646,479921,286364,334827,248217,52785,22173,24840,4111,3438,47-47037-20210815,33,8
County,2021-08-16,47,TN,47037,Davidson County,136104,558040,2750520,901153,619807,339094,422675,356421,68410,19660,17035,3371,2894,47-47037-20210816,33,8
County,2021-08-17,47,TN,47037,Davidson County,136367,557777,2834105,954871,625237,354053,437832,352304,68680,18930,15596,3577,3025,47-47037-20210817,33,8
County,2021-08-18,47,TN,47037,Davidson County,142095,552049,2638528,788115,586745,354981,430998,361949,73123,19989,16537,3342,2749,47-47037-20210818,33,8
County,2021-08-19,47,TN,47037,Davidson County,133231,560913,2874413,917646,637985,369556,457285,377941,70954,20746,16105,3283,2912,47-47037-20210819,33,8
County,2021-08-20,47,TN,47037,Davidson County,132443,561701,2848181,888833,639534,371528,447820,371999,72047,23613,24980,4776,3051,47-47037-20210820,33,8
County,2021-08-21,47,TN,47037,Davidson County,136879,557265,2629083,834957,597762,341533,408468,323191,66735,26200,23525,3966,2746,47-47037-20210821,33,8
County,2021-08-22,47,TN,47037,Davidson County,145801,548343,2356222,768136,522261,297541,366094,286923,56192,24772,26396,4871,3036,47-47037-20210822,34,8
County,2021-08-23,47,TN,47037,Davidson County,136892,557252,2846638,957821,629075,352746,441049,358929,63446,20279,17012,3536,2745,47-47037-20210823,34,8
County,2021-08-24,47,TN,47037,Davidson County,129013,565131,2648286,830082,625763,345473,414661,332636,54124,21250,16903,3249,4145,47-47037-20210824,34,8
County,2021-08-25,47,TN,47037,Davidson County,130161,563983,2508312,758221,598819,326721,394643,333331,50316,23076,16999,3031,3155,47-47037-20210825,34,8
County,2021-08-26,47,TN,47037,Davidson County,131281,562863,2457129,829776,584917,317876,362000,277026,45207,19322,15350,2704,2951,47-47037-20210826,34,8
County,2021-08-27,47,TN,47037,Davidson County,127356,566788,2634689,843922,627224,328578,404548,320006,54209,24032,24843,3995,3332,47-47037-20210827,34,8
County,2021-08-28,47,TN,47037,Davidson County,129910,564234,2468622,801623,616465,309053,363317,277197,51066,23993,19720,3453,2735,47-47037-20210828,34,8
County,2021-08-29,47,TN,47037,Davidson County,137281,556863,2170482,681254,541967,286361,314889,247331,45514,22536,23652,3814,3164,47-47037-20210829,35,8
County,2021-08-30,47,TN,47037,Davidson County,128086,566058,2555830,803020,634453,311216,385143,324319,54502,20129,17223,3073,2752,47-47037-20210830,35,8
County,2021-08-31,47,TN,47037,Davidson County,132465,561679,2731670,861391,657460,347220,423856,342847,58673,17009,17564,3081,2569,47-47037-20210831,35,8
County,2021-09-01,47,TN,47037,Davidson County,138844,555300,2577698,792991,599048,335381,416890,330480,58946,20269,18193,2936,2564,47-47037-20210901,35,9
County,2021-09-02,47,TN,47037,Davidson County,139650,554494,2461499,766124,565427,319027,395856,316381,56117,20678,16592,2771,2526,47-47037-20210902,35,9
County,2021-09-03,47,TN,47037,Davidson County,135710,558434,2516791,773173,581649,331107,406650,321649,58556,20659,17600,3053,2695,47-47037-20210903,35,9
County,2021-09-04,47,TN,47037,Davidson County,130363,563781,2976015,977773,703545,385605,452810,343560,61152,24249,20172,3798,3351,47-47037-20210904,35,9
County,2021-09-05,47,TN,47037,Davidson County,135624,558520,2932585,971666,709741,371696,437848,333509,59653,23424,18031,3888,3129,47-47037-20210905,36,9
County,2021-09-06,47,TN,47037,Davidson County,143164,550980,2551767,822814,599826,328670,399050,304740,55018,19938,15796,3223,2692,47-47037-20210906,36,9
County,2021-09-07,47,TN,47037,Davidson County,134555,559589,2744347,908675,633767,349454,418068,336105,56519,19171,16078,3558,2952,47-47037-20210907,36,9
County,2021-09-08,47,TN,47037,Davidson County,135315,558829,2695290,857874,610169,346428,425522,355079,58058,20158,15684,3315,3003,47-47037-20210908,36,9
County,2021-09-09,47,TN,47037,Davidson County,131122,563022,2527692,802788,601956,324787,393057,315826,48301,18212,16475,3269,3021,47-47037-20210909,36,9
County,2021-09-10,47,TN,47037,Davidson County,123949,570195,2668029,873611,638944,331073,393421,318646,54704,21246,28359,5017,3008,47-47037-20210910,36,9
County,2021-09-11,47,TN,47037,Davidson County,136625,557519,2651435,873271,596292,344850,411483,314566,55694,25176,23116,4033,2954,47-47037-20210911,36,9
County,2021-09-12,47,TN,47037,Davidson County,143528,550616,2365731,788977,534864,292261,356252,285527,49596,23659,26335,4784,3476,47-47037-20210912,37,9
County,2021-09-13,47,TN,47037,Davidson County,132409,561735,2668993,859162,638077,335276,410215,331286,52655,18476,17779,3271,2796,47-47037-20210913,37,9
County,2021-09-14,47,TN,47037,Davidson County,140104,554040,2652649,843123,601115,346152,420281,344070,55665,18208,17720,3520,2795,47-47037-20210914,37,9
County,2021-09-15,47,TN,47037,Davidson County,131471,562673,3099914,1050102,708693,393118,471659,370661,60556,20170,18069,3810,3076,47-47037-20210915,37,9
County,2021-09-16,47,TN,47037,Davidson County,136754,557390,2880242,958905,642033,365877,447825,362895,57628,20938,17494,3586,3061,47-47037-20210916,37,9
County,2021-09-17,47,TN,47037,Davidson County,125612,568532,2601372,783471,622545,345038,404504,330655,58035,22865,27214,4259,2786,47-47037-20210917,37,9
County,2021-09-18,47,TN,47037,Davidson County,135507,558637,2740372,896258,621245,359547,420618,327458,59093,26592,22942,3818,2801,47-47037-20210918,37,9
County,2021-09-19,47,TN,47037,Davidson County,146295,547849,2337397,764350,514967,296301,370515,280991,51292,24289,26871,4702,3119,47-47037-20210919,38,9
County,2021-09-20,47,TN,47037,Davidson County,133510,560634,2499839,767415,593831,324629,393099,319927,56301,22097,16870,3059,2611,47-47037-20210920,38,9
County,2021-09-21,47,TN,47037,Davidson County,137637,556507,2562951,797649,594528,341417,405553,326300,54290,21058,16062,3192,2902,47-47037-20210921,38,9
County,2021-09-22,47,TN,47037,Davidson County,135312,558832,2407683,703310,569255,324816,387181,322513,58978,21293,14662,2936,2739,47-47037-20210922,38,9
County,2021-09-23,47,TN,47037,Davidson County,134567,559577,2587896,793353,611013,343562,414329,335592,50710,19049,14806,2677,2805,47-47037-20210923,38,9
County,2021-09-24,47,TN,47037,Davidson County,129964,564180,2674687,826427,645017,350274,415518,330046,58698,22244,19758,3668,3037,47-47037-20210924,38,9
County,2021-09-25,47,TN,47037,Davidson County,133178,560966,2389692,729548,587151,314255,383004,278731,53133,19932,18652,2846,2440,47-47037-20210925,38,9
County,2021-09-26,47,TN,47037,Davidson County,141343,552801,2061981,626154,492473,277007,328277,246711,47724,16381,21154,3420,2680,47-47037-20210926,39,9
County,2021-09-27,47,TN,47037,Davidson County,136711,557433,2463446,762682,574790,321111,390264,319146,55992,19801,14974,2573,2113,47-47037-20210927,39,9
County,2021-09-28,47,TN,47037,Davidson County,137436,556708,2469815,727384,569982,334276,402668,342569,52277,20615,14610,3181,2253,47-47037-20210928,39,9
County,2021-09-29,47,TN,47037,Davidson County,136400,557744,2470842,781421,577051,309497,383596,325077,54842,18487,14943,3793,2135,47-47037-20210929,39,9
County,2021-09-30,47,TN,47037,Davidson County,136680,557464,2451154,728181,591217,306725,398934,331777,55894,17745,14422,3897,2362,47-47037-20210930,39,9
County,2021-10-01,47,TN,47037,Davidson County,132340,561804,2761912,902152,661348,350985,422012,319440,59892,19448,20135,4255,2245,47-47037-20211001,39,10
County,2021-10-02,47,TN,47037,Davidson County,135442,558702,2487368,813258,601390,334125,359786,280960,55106,19162,17993,3303,2285,47-47037-20211002,39,10
County,2021-10-03,47,TN,47037,Davidson County,139068,555076,2289687,787727,544994,288205,326327,246306,46761,18900,22638,4820,3009,47-47037-20211003,40,10
County,2021-10-04,47,TN,47037,Davidson County,134096,560048,2759701,918214,661146,350147,403004,333581,57092,14567,15735,3453,2762,47-47037-20211004,40,10
County,2021-10-05,47,TN,47037,Davidson County,132030,562114,2581726,783578,624551,339102,408073,329535,62127,13467,15602,3025,2666,47-47037-20211005,40,10
County,2021-10-06,47,TN,47037,Davidson County,132460,561684,2526777,786492,594083,333425,395497,321986,56492,16629,16513,3055,2605,47-47037-20211006,40,10
County,2021-10-07,47,TN,47037,Davidson County,136642,557502,2894021,932003,682919,371430,453189,354574,57418,18112,17602,3904,2870,47-47037-20211007,40,10
County,2021-10-08,47,TN,47037,Davidson County,134221,559923,2903968,972252,678828,362187,436030,348267,59606,18779,20823,4249,2947,47-47037-20211008,40,10
County,2021-10-09,47,TN,47037,Davidson County,136682,557462,2571875,820670,603959,336588,394908,308450,58227,21827,20991,3513,2742,47-47037-20211009,40,10
County,2021-10-10,47,TN,47037,Davidson County,143522,550622,2575394,861907,588992,323614,390023,310372,55460,18492,19626,3769,3139,47-47037-20211010,41,10
County,2021-10-11,47,TN,47037,Davidson County,130267,563877,2975282,1055962,691697,372109,418987,329236,57188,19037,23021,4368,3677,47-47037-20211011,41,10
County,2021-10-12,47,TN,47037,Davidson County,137269,556875,2707344,932014,612265,335203,399430,320277,60421,18616,21458,4180,3480,47-47037-20211012,41,10
County,2021-10-13,47,TN,47037,Davidson County,135205,558939,2800871,923400,654304,356548,420810,334940,63977,18728,20194,4233,3737,47-47037-20211013,41,10
County,2021-10-14,47,TN,47037,Davidson County,133375,560769,2947403,1017666,680986,364134,435941,342633,63166,18057,17531,3720,3569,47-47037-20211014,41,10
County,2021-10-15,47,TN,47037,Davidson County,133073,561071,3047360,1066349,705193,376027,440591,346515,62701,20076,21627,4414,3867,47-47037-20211015,41,10
County,2021-10-16,47,TN,47037,Davidson County,136230,557914,2787179,947045,632043,352766,421883,315483,63113,23696,23514,4288,3348,47-47037-20211016,41,10
County,2021-10-17,47,TN,47037,Davidson County,145262,548882,2621750,878290,595222,328741,400538,313696,58378,18344,20764,4352,3425,47-47037-20211017,42,10
County,2021-10-18,47,TN,47037,Davidson County,130569,563575,2989710,1088028,682519,362300,418637,335093,60004,17003,18944,3825,3357,47-47037-20211018,42,10
County,2021-10-19,47,TN,47037,Davidson County,132866,561278,2863430,1004527,653102,352626,415603,330224,60276,17736,21706,4228,3402,47-47037-20211019,42,10
County,2021-10-20,47,TN,47037,Davidson County,134737,559407,2981405,1045221,672526,371147,441672,339548,62930,18245,22245,4397,3474,47-47037-20211020,42,10
County,2021-10-21,47,TN,47037,Davidson County,133229,560915,2892432,1014928,655284,359264,424880,331223,61122,18052,19887,4313,3479,47-47037-20211021,42,10
County,2021-10-22,47,TN,47037,Davidson County,132503,561641,3119930,1113776,711275,378843,441639,358556,64293,20336,22683,4982,3547,47-47037-20211022,42,10
County,2021-10-23,47,TN,47037,Davidson County,136876,557268,2855210,983101,649431,362472,418833,322885,62472,23330,25311,4230,3145,47-47037-20211023,42,10
County,2021-10-24,47,TN,47037,Davidson County,139187,554957,2486044,880721,557423,301871,361229,271652,53350,20220,30347,5473,3758,47-47037-20211024,43,10
County,2021-10-25,47,TN,47037,Davidson County,131057,563087,3208464,1152864,729791,387352,460943,364814,65907,18692,20034,4481,3586,47-47037-20211025,43,10
County,2021-10-26,47,TN,47037,Davidson County,134275,559869,3088589,1109011,686580,370650,441211,368931,64971,19844,19998,4085,3308,47-47037-20211026,43,10
County,2021-10-27,47,TN,47037,Davidson County,135928,558216,2785477,949940,616339,345949,423655,343877,61851,18581,18397,3778,3110,47-47037-20211027,43,10
County,2021-10-28,47,TN,47037,Davidson County,132757,561387,3060667,1079428,698992,383198,442729,348750,64892,18245,17331,3888,3214,47-47037-20211028,43,10
County,2021-10-29,47,TN,47037,Davidson County,131051,563093,3161783,1111573,705609,391961,464727,364623,67526,21661,25302,5215,3586,47-47037-20211029,43,10
County,2021-10-30,47,TN,47037,Davidson County,134998,559146,2885269,1019779,652614,353861,414394,324981,62333,23462,26302,4300,3243,47-47037-20211030,43,10
County,2021-10-31,47,TN,47037,Davidson County,136954,557190,2516350,906742,555144,299251,351977,283635,52890,22500,34605,5845,3761,47-47037-20211031,44,10
County,2021-11-01,47,TN,47037,Davidson County,130700,563444,3139285,1141868,706133,378780,446814,355434,63281,18456,20961,4110,3448,47-47037-20211101,44,11
County,2021-11-02,47,TN,47037,Davidson County,133474,560670,3148189,1118800,714575,390657,456104,352564,66215,20208,21193,4509,3364,47-47037-20211102,44,11
County,2021-11-03,47,TN,47037,Davidson County,132184,561960,3041484,1072916,678206,369749,438536,365549,66071,20313,22594,4340,3210,47-47037-20211103,44,11
County,2021-11-04,47,TN,47037,Davidson County,131906,562238,2951557,1043135,647147,363643,434285,351569,63068,19153,22353,4058,3146,47-47037-20211104,44,11
County,2021-11-05,47,TN,47037,Davidson County,128037,566107,3146331,1105875,697929,389463,457795,366592,67279,21759,30988,5222,3429,47-47037-20211105,44,11
County,2021-11-06,47,TN,47037,Davidson County,132657,561487,2879612,1004842,644912,363707,417721,321378,63492,24793,30780,4720,3267,47-47037-20211106,44,11
County,2021-11-07,47,TN,47037,Davidson County,114611,579533,1794497,662468,380316,203343,267095,196602,37748,16473,24084,3246,3122,47-47037-20211107,45,11
County,2021-11-08,47,TN,47037,Davidson County,134065,560079,2849458,1006940,630373,345319,411892,342258,60680,18897,25593,4318,3188,47-47037-20211108,45,11
County,2021-11-09,47,TN,47037,Davidson County,131058,563086,3007267,1056468,668225,371765,441048,350812,65782,18888,26612,4403,3264,47-47037-20211109,45,11
County,2021-11-10,47,TN,47037,Davidson County,129903,564241,3085584,1095546,690171,378442,452825,350231,64352,19932,26199,4526,3360,47-47037-20211110,45,11
County,2021-11-11,47,TN,47037,Davidson County,130062,564082,3082727,1108433,676312,370954,443821,361752,68471,19688,25882,4196,3218,47-47037-20211111,45,11
County,2021-11-12,47,TN,47037,Davidson County,127418,566726,3109876,1100356,685625,376017,451609,360388,67562,23086,36406,5376,3451,47-47037-20211112,45,11
County,2021-11-13,47,TN,47037,Davidson County,132515,561629,2820651,979647,621951,354304,417135,316646,62255,25276,35662,4596,3179,47-47037-20211113,45,11
County,2021-11-14,47,TN,47037,Davidson County,136498,557646,2552471,911118,557274,309870,368634,278885,54152,23460,39467,5862,3749,47-47037-20211114,46,11
County,2021-11-15,47,TN,47037,Davidson County,128218,565926,3200395,1159865,704439,388268,459976,366257,67156,19401,27322,4406,3305,47-47037-20211115,46,11
County,2021-11-16,47,TN,47037,Davidson County,127115,567029,3109595,1112923,684744,381075,451236,358593,65682,19825,27954,4304,3259,47-47037-20211116,46,11
County,2021-11-17,47,TN,47037,Davidson County,127501,566643,3229630,1164222,712291,395950,469954,363800,66728,21636,27254,4417,3378,47-47037-20211117,46,11
County,2021-11-18,47,TN,47037,Davidson County,133959,560185,2795798,967025,617948,346815,414470,336077,61228,19534,25384,4162,3155,47-47037-20211118,46,11
County,2021-11-19,47,TN,47037,Davidson County,127077,567067,3190111,1142738,701150,388496,460789,363950,67441,22336,34381,5348,3482,47-47037-20211119,46,11
County,2021-11-20,47,TN,47037,Davidson County,129975,564169,2899991,1021872,645674,359602,415679,320956,65183,27286,35840,4632,3267,47-47037-20211120,46,11
County,2021-11-21,47,TN,47037,Davidson County,139402,554742,2423443,853534,519326,294176,358046,270200,53292,24796,40676,5840,3557,47-47037-20211121,47,11
County,2021-11-22,47,TN,47037,Davidson County,133437,560707,2881430,1023324,630567,350009,422509,339617,61192,20347,26623,4183,3059,47-47037-20211122,47,11
County,2021-11-23,47,TN,47037,Davidson County,128819,565325,3093078,1113085,677638,376269,450547,354937,65136,21025,26891,4416,3134,47-47037-20211123,47,11
County,2021-11-24,47,TN,47037,Davidson County,123697,570447,3260754,1187352,720676,393888,467550,363001,66144,22990,30769,4844,3540,47-47037-20211124,47,11
County,2021-11-25,47,TN,47037,Davidson County,123560,570584,3270114,1190056,720575,394728,471064,362622,67962,23886,30293,5247,3681,47-47037-20211125,47,11
County,2021-11-26,47,TN,47037,Davidson County,129956,564188,2903850,1019476,636188,359221,432426,333866,63661,22891,27632,4989,3500,47-47037-20211126,47,11
County,2021-11-27,47,TN,47037,Davidson County,126082,568062,3139347,1124534,696693,383617,455568,354488,66383,21291,28074,5113,3586,47-47037-20211127,47,11
County,2021-11-28,47,TN,47037,Davidson County,130155,563989,2998781,1088762,668101,359994,416823,336309,64004,23270,32542,5287,3689,47-47037-20211128,48,11
County,2021-11-29,47,TN,47037,Davidson County,128096,566048,3086350,1117189,683195,374632,431453,349152,66713,23782,31254,5313,3667,47-47037-20211129,48,11
County,2021-11-30,47,TN,47037,Davidson County,134581,559563,2795769,982134,621826,343315,399126,327412,60951,22318,29848,5229,3610,47-47037-20211130,48,11
County,2021-12-01,47,TN,47037,Davidson County,130316,563828,2919124,1042516,644110,354353,416034,338822,62968,21542,30002,5329,3448,47-47037-20211201,48,12
County,2021-12-02,47,TN,47037,Davidson County,127321,566823,3036589,1098072,672747,368609,435359,337229,63080,22514,30028,5232,3719,47-47037-20211202,48,12
County,2021-12-03,47,TN,47037,Davidson County,125199,568945,3122526,1124051,692053,382571,447473,349413,64307,22940,30097,5788,3833,47-47037-20211203,48,12
County,2021-12-04,47,TN,47037,Davidson County,130572,563572,2838034,985395,624908,353994,422564,327345,63029,22129,29409,5597,3664,47-47037-20211204,48,12
County,2021-12-05,47,TN,47037,Davidson County,136026,558118,2650361,970032,592106,318172,355000,288849,57524,23838,34298,6584,3958,47-47037-20211205,49,12
County,2021-12-06,47,TN,47037,Davidson County,131872,562272,2989464,1097835,683184,359142,400826,327898,63386,21309,26939,5266,3679,47-47037-20211206,49,12
County,2021-12-07,47,TN,47037,Davidson County,131443,562701,3063828,1119515,694313,374850,411564,340607,64780,22595,26487,5416,3701,47-47037-20211207,49,12
County,2021-12-08,47,TN,47037,Davidson County,131270,562874,3007183,1086017,687611,368771,406334,337252,64051,21911,26144,5450,3642,47-47037-20211208,49,12
County,2021-12-09,47,TN,47037,Davidson County,130846,563298,2927389,1050682,663072,358295,397674,337528,64100,21569,25549,5383,3537,47-47037-20211209,49,12
County,2021-12-10,47,TN,47037,Davidson County,128417,565727,3054718,1113773,699434,370504,404758,334303,66334,24181,31561,6063,3807,47-47037-20211210,49,12
County,2021-12-11,47,TN,47037,Davidson County,134376,559768,2658068,943779,602907,329648,358230,298205,61517,25042,29924,5377,3439,47-47037-20211211,49,12
County,2021-12-12,47,TN,47037,Davidson County,143325,550819,2505799,846570,579831,314715,355743,301316,59015,19149,21180,4823,3457,47-47037-20211212,50,12
County,2021-12-13,47,TN,47037,Davidson County,136138,558006,2849116,1031762,662847,351434,378441,314530,61114,19904,20696,5003,3385,47-47037-20211213,50,12
County,2021-12-14,47,TN,47037,Davidson County,133974,560170,2977445,1103612,690141,363523,395514,312536,61854,20394,21402,4970,3499,47-47037-20211214,50,12
County,2021-12-15,47,TN,47037,Davidson County,129431,564713,3094570,1168888,730699,374175,394643,315579,61707,19468,21039,4960,3412,47-47037-20211215,50,12
County,2021-12-16,47,TN,47037,Davidson County,131009,563135,2997062,1102677,700265,368839,393492,321989,62687,20190,18963,4649,3311,47-47037-20211216,50,12
County,2021-12-17,47,TN,47037,Davidson County,129207,564937,3091529,1145490,715381,374315,406505,325345,64598,22039,27828,6417,3611,47-47037-20211217,50,12
County,2021-12-18,47,TN,47037,Davidson County,132749,561395,2827212,1027294,662874,349948,376813,286766,60095,26209,28479,5396,3338,47-47037-20211218,50,12
County,2021-12-19,47,TN,47037,Davidson County,139401,554743,2685819,958009,624262,332315,369246,295988,57955,19744,20261,4803,3236,47-47037-20211219,51,12
